transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year_month,month,day_of_week,is_weekend,amount_raw,currency,year,amount_idr,category_type,is_shared,num_people,payer,split_amount,participants
T9927,U089,2021-03-31,expense,tagihan,7494.0,bank_transfer,bandung,bayar air,2021-03,3.0,Wednesday,False,7494,INR,2021,14463.42,essential,0,1,U089,14463.42,['U089']
T7475,U027,2021-04-01,expense,makanan,614.0,ewallet,denpasar,makan siang,2021-04,4.0,Thursday,False,614,INR,2021,1185.02,essential,1,2,U027,592.51,"['U103', 'U087']"
T8371,U033,2021-04-01,expense,tempat_tinggal,3890.0,tunai,bandung,bayar sewa rumah,2021-04,4.0,Thursday,False,3890,INR,2021,7507.7,essential,0,1,U033,7507.7,['U033']
T6942,U036,2021-04-01,expense,kesehatan,7649.0,kartu,makassar,konsultasi kesehatan,2021-04,4.0,Thursday,False,7649,INR,2021,14762.57,essential,0,1,U036,14762.57,['U036']
T2782,U093,2021-04-01,expense,makanan,7849.0,ewallet,semarang,beli cemilan,2021-04,4.0,Thursday,False,₹7849,INR,2021,15148.57,essential,1,3,U093,5049.5233333333335,"['U017', 'U143', 'U013']"
T6261,U135,2021-04-02,expense,pendidikan,3432.0,kartu,medan,les online,2021-04,4.0,Friday,False,3432,INR,2021,6623.76,other,0,1,U135,6623.76,['U135']
T7552,U118,2021-04-03,expense,pendidikan,1920.0,tunai,denpasar,les online,2021-04,4.0,Saturday,True,1920,INR,2021,3705.6,other,0,1,U118,3705.6,['U118']
T8073,U045,2021-04-03,expense,makanan,9447.0,bank_transfer,semarang,makan siang,2021-04,4.0,Saturday,True,9447,INR,2021,18232.71,essential,0,1,U045,18232.71,['U045']
T4053,U111,2021-04-03,expense,tempat_tinggal,45370.0,tunai,bandung,bayar apartemen,2021-04,4.0,Saturday,True,45370,INR,2021,87564.1,essential,0,1,U111,87564.1,['U111']
T13492,U055,2021-04-03,expense,makanan,1196.0,tunai,yogyakarta,jajan minimarket,2021-04,4.0,Saturday,True,1196,INR,2021,2308.28,essential,0,1,U055,2308.28,['U055']
T12805,U038,2021-04-04,expense,tempat_tinggal,1456.0,bank_transfer,makassar,bayar apartemen,2021-04,4.0,Sunday,True,1456,INR,2021,2810.08,essential,0,1,U038,2810.08,['U038']
T0196,U025,2021-04-04,expense,makanan,7271.0,qris,semarang,beli air minum,2021-04,4.0,Sunday,True,7271,INR,2021,14033.03,essential,1,4,U025,3508.2575,"['U088', 'U066', 'U077', 'U140']"
T5891,U142,2021-04-04,expense,makanan,2770.0,bank_transfer,bandung,pesan shopeefood,2021-04,4.0,Sunday,True,2770,INR,2021,5346.1,essential,1,2,U142,2673.05,"['U139', 'U100']"
T13847,U068,2021-04-04,expense,lainnya,474.0,kartu,medan,belanja kebutuhan,2021-04,4.0,Sunday,True,$474,USD,2021,67782.0,other,0,1,U068,67782.0,['U068']
T5761,U057,2021-04-04,income,bonus,69376.0,tunai,bandung,transaksi,2021-04,4.0,Sunday,True,69376,INR,2021,133895.68,income,0,1,U057,133895.68,['U057']
T13416,U036,2021-04-04,expense,tagihan,8458.0,kartu,makassar,bayar WiFi,2021-04,4.0,Sunday,True,8458,INR,2021,16323.94,essential,0,1,U036,16323.94,['U036']
T5030,U122,2021-04-04,expense,makanan,8285.0,qris,jakarta,sarapan,2021-04,4.0,Sunday,True,8285,INR,2021,15990.05,essential,0,1,U122,15990.05,['U122']
T13707,U020,2021-04-05,expense,tempat_tinggal,3841.0,bank_transfer,yogyakarta,bayar kontrakan,2021-04,4.0,Monday,False,3841,INR,2021,7413.13,essential,0,1,U020,7413.13,['U020']
T3654,U076,2021-04-05,income,lainnya,69656.0,kartu,makassar,pengeluaran lainnya,2021-04,4.0,Monday,False,69656,INR,2021,134436.08,income,0,1,U076,134436.08,['U076']
T3070,U134,2021-04-05,expense,makanan,3570.0,bank_transfer,palembang,pesan gofood,2021-04,4.0,Monday,False,3570,INR,2021,6890.1,essential,1,2,U134,3445.05,"['U147', 'U018']"
T2806,U020,2021-04-05,expense,pendidikan,4801.0,kartu,makassar,beli alat tulis,2021-04,4.0,Monday,False,4801,INR,2021,9265.93,other,0,1,U020,9265.93,['U020']
T0024,U051,2021-04-05,expense,transportasi,9531.0,kartu,jakarta,naik MRT,2021-04,4.0,Monday,False,9531,INR,2021,18394.83,other,1,2,U051,9197.415,"['U112', 'U120']"
T11180,U113,2021-04-05,expense,transportasi,1226.0,qris,balikpapan,servis motor,2021-04,4.0,Monday,False,1226,INR,2021,2366.18,other,0,1,U113,2366.18,['U113']
T12733,U057,2021-04-06,expense,makanan,4051.0,kartu,bandung,ngopi di kafe,2021-04,4.0,Tuesday,False,4051,INR,2021,7818.43,essential,0,1,U057,7818.43,['U057']
T8830,U013,2021-04-07,expense,pendidikan,2819.0,kartu,yogyakarta,bayar kursus,2021-04,4.0,Wednesday,False,2819,INR,2021,5440.67,other,0,1,U013,5440.67,['U013']
T1019,U022,2021-04-07,expense,tempat_tinggal,9157.0,tunai,balikpapan,bayar kontrakan,2021-04,4.0,Wednesday,False,9157,INR,2021,17673.01,essential,0,1,U022,17673.01,['U022']
T8849,U117,2021-04-07,expense,tagihan,9681.0,tunai,jakarta,bayar internet,2021-04,4.0,Wednesday,False,9681,INR,2021,18684.33,essential,0,1,U117,18684.33,['U117']
T10799,U047,2021-04-07,expense,tagihan,6689.0,tunai,unknown,bayar pulsa,2021-04,4.0,Wednesday,False,6689,INR,2021,12909.77,essential,0,1,U047,12909.77,['U047']
T0334,U074,2021-04-07,expense,makanan,8870.0,kartu,jakarta,pesan grabfood,2021-04,4.0,Wednesday,False,8870,INR,2021,17119.1,essential,1,5,U074,3423.8199999999997,"['U080', 'U062', 'U055', 'U012', 'U077']"
T3485,U050,2021-04-08,expense,kesehatan,898.0,tunai,bandung,tes kesehatan,2021-04,4.0,Thursday,False,898,INR,2021,1733.14,essential,0,1,U050,1733.14,['U050']
T8851,U055,2021-04-08,expense,makanan,7208.0,tunai,jakarta,sarapan,2021-04,4.0,Thursday,False,₹7208,INR,2021,13911.44,essential,0,1,U055,13911.44,['U055']
T2948,U125,2021-04-08,expense,tempat_tinggal,18032.0,qris,makassar,iuran kebersihan,2021-04,4.0,Thursday,False,18032,INR,2021,34801.76,essential,0,1,U125,34801.76,['U125']
T9483,U053,2021-04-08,expense,makanan,4367.0,kartu,jakarta,ngopi di kafe,2021-04,4.0,Thursday,False,₹4367,INR,2021,8428.31,essential,0,1,U053,8428.31,['U053']
T8754,U115,2021-04-09,expense,makanan,2686.0,kartu,surabaya,makan malam,2021-04,4.0,Friday,False,2686,INR,2021,5183.98,essential,1,3,U115,1727.993333333333,"['U030', 'U051', 'U108']"
T13921,U149,2021-04-09,expense,tagihan,3191.0,tunai,jakarta,bayar BPJS,2021-04,4.0,Friday,False,3191,INR,2021,6158.63,essential,0,1,U149,6158.63,['U149']
T7898,U046,2021-04-09,expense,tagihan,9174.0,bank_transfer,yogyakarta,bayar listrik,2021-04,4.0,Friday,False,9174,INR,2021,17705.82,essential,0,1,U046,17705.82,['U046']
T13927,U050,2021-04-10,expense,tempat_tinggal,31398.0,kartu,balikpapan,bayar sewa rumah,2021-04,4.0,Saturday,True,Rs.31398,INR,2021,60598.14,essential,0,1,U050,60598.14,['U050']
T4282,U056,2021-04-10,expense,makanan,4796.0,tunai,bandung,makan siang,2021-04,4.0,Saturday,True,4796,INR,2021,9256.28,essential,0,1,U056,9256.28,['U056']
T12191,U079,2021-04-11,income,lainnya,25892.0,bank_transfer,unknown,belanja kebutuhan,2021-04,4.0,Sunday,True,25892,INR,2021,49971.56,income,0,1,U079,49971.56,['U079']
T8624,U061,2021-04-11,income,investasi,12564.0,kartu,denpasar,keuntungan investasi,2021-04,4.0,Sunday,True,$12564,USD,2021,1796652.0,income,0,1,U061,1796652.0,['U061']
T1017,U047,2021-04-13,expense,tempat_tinggal,7786.0,tunai,palembang,bayar apartemen,2021-04,4.0,Tuesday,False,7786,INR,2021,15026.98,essential,0,1,U047,15026.98,['U047']
T8997,U071,2021-04-13,expense,hiburan,4097.0,bank_transfer,medan,langganan Netflix,2021-04,4.0,Tuesday,False,4097,INR,2021,7907.21,non-essential,1,3,U071,2635.7366666666667,"['U107', 'U104', 'U003']"
T9762,U105,2021-04-13,income,lainnya,50731.0,qris,surabaya,keperluan pribadi,2021-04,4.0,Tuesday,False,50731,INR,2021,97910.83,income,0,1,U105,97910.83,['U105']
T8704,U118,2021-04-14,expense,makanan,3418.0,ewallet,jakarta,beli cemilan,2021-04,4.0,Wednesday,False,3418,INR,2021,6596.74,essential,0,1,U118,6596.74,['U118']
T7867,U065,2021-04-14,expense,transportasi,1419.0,qris,balikpapan,bayar parkir,2021-04,4.0,Wednesday,False,1419,INR,2021,2738.67,other,0,1,U065,2738.67,['U065']
T12776,U019,2021-04-14,income,freelance,22666.0,tunai,bandung,pendapatan project,2021-04,4.0,Wednesday,False,22666,INR,2021,43745.38,income,0,1,U019,43745.38,['U019']
T12954,U068,2021-04-14,expense,transportasi,1074.0,tunai,unknown,naik grab,2021-04,4.0,Wednesday,False,1074,INR,2021,2072.82,other,0,1,U068,2072.82,['U068']
T9305,U006,2021-04-15,expense,makanan,1520.0,ewallet,balikpapan,jajan minimarket,2021-04,4.0,Thursday,False,1520,INR,2021,2933.6,essential,1,4,U006,733.4,"['U043', 'U123', 'U014', 'U138']"
T4178,U030,2021-04-15,expense,tagihan,821.0,ewallet,yogyakarta,bayar air,2021-04,4.0,Thursday,False,821,INR,2021,1584.53,essential,0,1,U030,1584.53,['U030']
T4070,U018,2021-04-15,income,lainnya,26564.0,tunai,jakarta,transaksi harian,2021-04,4.0,Thursday,False,26564,INR,2021,51268.52,income,0,1,U018,51268.52,['U018']
T3217,U101,2021-04-16,expense,tagihan,7022.0,qris,semarang,bayar air,2021-04,4.0,Friday,False,7022,INR,2021,13552.46,essential,0,1,U101,13552.46,['U101']
T7147,U122,2021-04-16,expense,transportasi,3078.0,kartu,denpasar,naik KRL,2021-04,4.0,Friday,False,3078,INR,2021,5940.54,other,0,1,U122,5940.54,['U122']
T3220,U114,2021-04-16,expense,makanan,1161.0,tunai,medan,sarapan,2021-04,4.0,Friday,False,1161,INR,2021,2240.73,essential,1,3,U114,746.91,"['U025', 'U095', 'U021']"
T5060,U074,2021-04-16,expense,tagihan,6224.0,qris,yogyakarta,bayar air,2021-04,4.0,Friday,False,₹6224,INR,2021,12012.32,essential,0,1,U074,12012.32,['U074']
T3696,U109,2021-04-16,expense,tagihan,5786.0,kartu,bandung,bayar pulsa,2021-04,4.0,Friday,False,5786,INR,2021,11166.98,essential,0,1,U109,11166.98,['U109']
T0045,U128,2021-04-16,expense,tempat_tinggal,8041.0,kartu,jakarta,bayar kos,2021-04,4.0,Friday,False,8041,INR,2021,15519.13,essential,0,1,U128,15519.13,['U128']
T11018,U085,2021-04-18,income,freelance,44598.0,bank_transfer,jakarta,pendapatan project,2021-04,4.0,Sunday,True,44598,INR,2021,86074.14,income,0,1,U085,86074.14,['U085']
T3061,U140,2021-04-18,income,freelance,73105.0,kartu,makassar,jasa konsultasi,2021-04,4.0,Sunday,True,₹73105,INR,2021,141092.65,income,0,1,U140,141092.65,['U140']
T3140,U033,2021-04-18,expense,transportasi,7501.0,tunai,jakarta,naik gojek,2021-04,4.0,Sunday,True,$7501,USD,2021,1072643.0,other,1,3,U033,357547.6666666667,"['U008', 'U120', 'U134']"
T1746,U126,2021-04-18,expense,tempat_tinggal,8488.0,bank_transfer,denpasar,bayar apartemen,2021-04,4.0,Sunday,True,8488,INR,2021,16381.84,essential,0,1,U126,16381.84,['U126']
T6861,U112,2021-04-18,expense,tagihan,4262.0,qris,balikpapan,bayar internet,2021-04,4.0,Sunday,True,$4262,USD,2021,609466.0,essential,0,1,U112,609466.0,['U112']
T0474,U122,2021-04-18,expense,pendidikan,6719.0,qris,semarang,pelatihan online,2021-04,4.0,Sunday,True,$6719,USD,2021,960817.0,other,0,1,U122,960817.0,['U122']
T10343,U103,2021-04-18,expense,hiburan,7091.0,tunai,surabaya,beli tiket konser,2021-04,4.0,Sunday,True,7091,INR,2021,13685.63,non-essential,1,2,U103,6842.815,"['U118', 'U032']"
T4043,U058,2021-04-18,expense,hiburan,8886.0,tunai,yogyakarta,main game,2021-04,4.0,Sunday,True,8886,INR,2021,17149.98,non-essential,0,1,U058,17149.98,['U058']
T3836,U013,2021-04-19,income,gaji,23907.0,qris,balikpapan,gaji bulanan,2021-04,4.0,Monday,False,23907,INR,2021,46140.51,income,0,1,U013,46140.51,['U013']
T5689,U147,2021-04-19,expense,tagihan,3802.0,bank_transfer,surabaya,bayar listrik,2021-04,4.0,Monday,False,$3802,USD,2021,543686.0,essential,0,1,U147,543686.0,['U147']
T2767,U031,2021-04-19,expense,makanan,2817.0,kartu,surabaya,makan di restoran,2021-04,4.0,Monday,False,2817,INR,2021,5436.81,essential,0,1,U031,5436.81,['U031']
T8564,U011,2021-04-19,expense,tagihan,4890.0,tunai,makassar,bayar BPJS,2021-04,4.0,Monday,False,4890,INR,2021,9437.7,essential,0,1,U011,9437.7,['U011']
T11724,U100,2021-04-19,income,bonus,66794.0,tunai,balikpapan,transaksi,2021-04,4.0,Monday,False,66794,INR,2021,128912.42,income,0,1,U100,128912.42,['U100']
T7448,U011,2021-04-19,expense,tempat_tinggal,9386.0,tunai,yogyakarta,bayar sewa rumah,2021-04,4.0,Monday,False,9386,INR,2021,18114.98,essential,0,1,U011,18114.98,['U011']
T5143,U031,2021-04-20,income,investasi,48926.0,kartu,surabaya,profit reksa dana,2021-04,4.0,Tuesday,False,48926,INR,2021,94427.18,income,0,1,U031,94427.18,['U031']
T9572,U099,2021-04-21,expense,tempat_tinggal,5990.0,bank_transfer,yogyakarta,bayar sewa rumah,2021-04,4.0,Wednesday,False,5990,INR,2021,11560.7,essential,0,1,U099,11560.7,['U099']
T1573,U047,2021-04-21,expense,pendidikan,9070.0,kartu,jakarta,les online,2021-04,4.0,Wednesday,False,₹9070,INR,2021,17505.1,other,0,1,U047,17505.1,['U047']
T12300,U024,2021-04-21,expense,tempat_tinggal,7882.0,qris,jakarta,bayar sewa rumah,2021-04,4.0,Wednesday,False,Rs.7882,INR,2021,15212.26,essential,0,1,U024,15212.26,['U024']
T5551,U075,2021-04-22,expense,transportasi,7555.0,qris,surabaya,naik MRT,2021-04,4.0,Thursday,False,7555,INR,2021,14581.15,other,1,2,U075,7290.575,"['U052', 'U139']"
T1164,U014,2021-04-22,expense,pendidikan,409.0,qris,bandung,bayar UKT,2021-04,4.0,Thursday,False,409,INR,2021,789.37,other,0,1,U014,789.37,['U014']
T6940,U092,2021-04-22,expense,transportasi,3869.0,tunai,medan,naik MRT,2021-04,4.0,Thursday,False,$3869,USD,2021,553267.0,other,0,1,U092,553267.0,['U092']
T6525,U061,2021-04-23,expense,tempat_tinggal,9714.0,tunai,surabaya,bayar apartemen,2021-04,4.0,Friday,False,Rs.9714,INR,2021,18748.02,essential,0,1,U061,18748.02,['U061']
T2815,U036,2021-04-23,expense,kesehatan,5987.0,tunai,surabaya,bayar rumah sakit,2021-04,4.0,Friday,False,5987,INR,2021,11554.91,essential,0,1,U036,11554.91,['U036']
T4226,U070,2021-04-23,expense,transportasi,1945.0,bank_transfer,jakarta,naik gojek,2021-04,4.0,Friday,False,₹1945,INR,2021,3753.85,other,1,5,U070,750.77,"['U079', 'U019', 'U055', 'U063', 'U021']"
T0851,U100,2021-04-23,income,freelance,53888.0,tunai,semarang,jasa konsultasi,2021-04,4.0,Friday,False,53888,INR,2021,104003.84,income,0,1,U100,104003.84,['U100']
T12020,U077,2021-04-24,expense,hiburan,5033.0,bank_transfer,makassar,main game,2021-04,4.0,Saturday,True,5033,INR,2021,9713.69,non-essential,0,1,U077,9713.69,['U077']
T4899,U141,2021-04-24,expense,makanan,7760.0,kartu,surabaya,pesan grabfood,2021-04,4.0,Saturday,True,7760,INR,2021,14976.8,essential,1,2,U141,7488.4,"['U115', 'U148']"
T5844,U086,2021-04-24,expense,makanan,2615.0,kartu,palembang,makan di restoran,2021-04,4.0,Saturday,True,₹2615,INR,2021,5046.95,essential,0,1,U086,5046.95,['U086']
T12491,U036,2021-04-25,expense,tagihan,9735.0,bank_transfer,bandung,bayar pulsa,2021-04,4.0,Sunday,True,9735,INR,2021,18788.55,essential,0,1,U036,18788.55,['U036']
T8193,U048,2021-04-25,expense,tempat_tinggal,12794.0,ewallet,makassar,bayar kontrakan,2021-04,4.0,Sunday,True,12794,INR,2021,24692.42,essential,0,1,U048,24692.42,['U048']
T12755,U095,2021-04-25,expense,tempat_tinggal,7315.0,bank_transfer,medan,iuran kebersihan,2021-04,4.0,Sunday,True,7315,INR,2021,14117.95,essential,0,1,U095,14117.95,['U095']
T4084,U120,2021-04-26,income,bonus,72863.0,bank_transfer,unknown,transaksi,2021-04,4.0,Monday,False,72863,INR,2021,140625.59,income,0,1,U120,140625.59,['U120']
T11463,U074,2021-04-26,expense,tagihan,2830.0,bank_transfer,bandung,bayar air,2021-04,4.0,Monday,False,2830,INR,2021,5461.9,essential,0,1,U074,5461.9,['U074']
T6312,U038,2021-04-26,expense,makanan,2866.0,tunai,palembang,ngopi di kafe,2021-04,4.0,Monday,False,2866,INR,2021,5531.38,essential,1,2,U038,2765.69,"['U114', 'U039']"
T10711,U128,2021-04-27,expense,tabungan,1323.0,qris,unknown,tabungan masa depan,2021-04,4.0,Tuesday,False,1323,INR,2021,2553.39,other,0,1,U128,2553.39,['U128']
T6246,U067,2021-04-27,expense,makanan,1397.0,ewallet,jakarta,pesan grabfood,2021-04,4.0,Tuesday,False,1397,INR,2021,2696.21,essential,0,1,U067,2696.21,['U067']
T6612,U143,2021-04-27,expense,tabungan,9508.0,qris,medan,simpan dana darurat,2021-04,4.0,Tuesday,False,$9508,USD,2021,1359644.0,other,0,1,U143,1359644.0,['U143']
T11638,U120,2021-04-27,expense,hiburan,6460.0,bank_transfer,denpasar,nonton bioskop,2021-04,4.0,Tuesday,False,6460,INR,2021,12467.8,non-essential,1,2,U120,6233.9,"['U066', 'U111']"
T12469,U053,2021-04-28,expense,tempat_tinggal,17155.0,qris,semarang,bayar apartemen,2021-04,4.0,Wednesday,False,17155,INR,2021,33109.15,essential,0,1,U053,33109.15,['U053']
T12808,U124,2021-04-29,expense,hiburan,334.0,qris,unknown,main game,2021-04,4.0,Thursday,False,334,INR,2021,644.62,non-essential,1,2,U124,322.31,"['U004', 'U033']"
T12266,U070,2021-04-29,expense,transportasi,8154.0,qris,denpasar,servis motor,2021-04,4.0,Thursday,False,8154,INR,2021,15737.22,other,1,5,U070,3147.444,"['U071', 'U035', 'U085', 'U136', 'U144']"
T4694,U118,2021-04-29,expense,pendidikan,8802.0,bank_transfer,makassar,pelatihan online,2021-04,4.0,Thursday,False,8802,INR,2021,16987.86,other,0,1,U118,16987.86,['U118']
T0838,U089,2021-04-29,expense,hiburan,4888.0,tunai,semarang,nonton bioskop,2021-04,4.0,Thursday,False,4888,INR,2021,9433.84,non-essential,0,1,U089,9433.84,['U089']
T2234,U117,2021-04-30,expense,makanan,427.0,kartu,bandung,pesan shopeefood,2021-04,4.0,Friday,False,427,INR,2021,824.11,essential,0,1,U117,824.11,['U117']
T5836,U137,2021-04-30,expense,hiburan,887.0,ewallet,balikpapan,streaming musik,2021-04,4.0,Friday,False,887,INR,2021,1711.91,non-essential,1,2,U137,855.955,"['U016', 'U138']"
T2013,U041,2021-05-01,expense,makanan,8197.0,tunai,bandung,pesan gofood,2021-05,5.0,Saturday,True,$8197,USD,2021,1172171.0,essential,0,1,U041,1172171.0,['U041']
T2285,U074,2021-05-01,expense,transportasi,3599.0,tunai,palembang,bayar tol,2021-05,5.0,Saturday,True,₹3599,INR,2021,6946.07,other,0,1,U074,6946.07,['U074']
T11656,U050,2021-05-02,expense,makanan,3837.0,bank_transfer,palembang,makan di restoran,2021-05,5.0,Sunday,True,3837,INR,2021,7405.41,essential,0,1,U050,7405.41,['U050']
T1131,U145,2021-05-02,expense,hiburan,2912.0,qris,makassar,nonton bioskop,2021-05,5.0,Sunday,True,Rs.2912,INR,2021,5620.16,non-essential,0,1,U145,5620.16,['U145']
T4211,U082,2021-05-04,expense,makanan,4652.0,bank_transfer,surabaya,beli air minum,2021-05,5.0,Tuesday,False,$4652,USD,2021,665236.0,essential,1,4,U082,166309.0,"['U055', 'U125', 'U098', 'U054']"
T8939,U140,2021-05-04,expense,transportasi,4433.0,qris,balikpapan,naik grab,2021-05,5.0,Tuesday,False,4433,INR,2021,8555.69,other,1,4,U140,2138.9225,"['U149', 'U109', 'U095', 'U077']"
T10289,U078,2021-05-04,expense,makanan,1644.0,kartu,makassar,jajan minimarket,2021-05,5.0,Tuesday,False,1644,INR,2021,3172.92,essential,0,1,U078,3172.92,['U078']
T13480,U067,2021-05-04,expense,tempat_tinggal,9287.0,tunai,jakarta,bayar sewa rumah,2021-05,5.0,Tuesday,False,₹9287,INR,2021,17923.91,essential,0,1,U067,17923.91,['U067']
T5088,U040,2021-05-04,expense,tagihan,3243.0,bank_transfer,semarang,bayar BPJS,2021-05,5.0,Tuesday,False,₹3243,INR,2021,6258.99,essential,0,1,U040,6258.99,['U040']
T1362,U063,2021-05-04,expense,tabungan,9060.0,kartu,semarang,tabungan masa depan,2021-05,5.0,Tuesday,False,9060,INR,2021,17485.8,other,0,1,U063,17485.8,['U063']
T2470,U046,2021-05-05,income,bonus,65615.0,tunai,semarang,transaksi,2021-05,5.0,Wednesday,False,65615,INR,2021,126636.95,income,0,1,U046,126636.95,['U046']
T1646,U034,2021-05-05,income,freelance,60979.0,qris,yogyakarta,pendapatan project,2021-05,5.0,Wednesday,False,60979,INR,2021,117689.47,income,0,1,U034,117689.47,['U034']
T9075,U133,2021-05-05,expense,tempat_tinggal,4181.0,qris,denpasar,bayar sewa rumah,2021-05,5.0,Wednesday,False,4181,INR,2021,8069.33,essential,0,1,U133,8069.33,['U133']
T4295,U149,2021-05-05,expense,makanan,163.0,kartu,makassar,pesan grabfood,2021-05,5.0,Wednesday,False,₹163,INR,2021,314.59,essential,0,1,U149,314.59,['U149']
T11642,U009,2021-05-05,expense,makanan,5934.0,kartu,denpasar,sarapan,2021-05,5.0,Wednesday,False,5934,INR,2021,11452.62,essential,0,1,U009,11452.62,['U009']
T8281,U094,2021-05-05,expense,tempat_tinggal,22534.0,bank_transfer,semarang,bayar kos,2021-05,5.0,Wednesday,False,22534,INR,2021,43490.62,essential,0,1,U094,43490.62,['U094']
T6166,U097,2021-05-05,expense,pendidikan,8674.0,bank_transfer,denpasar,beli buku,2021-05,5.0,Wednesday,False,8674,INR,2021,16740.82,other,0,1,U097,16740.82,['U097']
T6521,U016,2021-05-06,income,investasi,31110.0,bank_transfer,jakarta,keuntungan investasi,2021-05,5.0,Thursday,False,31110,INR,2021,60042.3,income,0,1,U016,60042.3,['U016']
T1044,U075,2021-05-06,expense,makanan,1810.0,kartu,makassar,pesan grabfood,2021-05,5.0,Thursday,False,₹1810,INR,2021,3493.3,essential,1,4,U075,873.325,"['U087', 'U018', 'U132', 'U056']"
T10515,U119,2021-05-06,expense,makanan,4562.0,tunai,bandung,pesan grabfood,2021-05,5.0,Thursday,False,4562,INR,2021,8804.66,essential,1,4,U119,2201.165,"['U112', 'U016', 'U141', 'U124']"
T1123,U059,2021-05-06,expense,makanan,1571.0,qris,bandung,pesan shopeefood,2021-05,5.0,Thursday,False,1571,INR,2021,3032.03,essential,0,1,U059,3032.03,['U059']
T13778,U093,2021-05-07,expense,transportasi,4198.0,tunai,denpasar,isi bensin,2021-05,5.0,Friday,False,$4198,USD,2021,600314.0,other,0,1,U093,600314.0,['U093']
T3245,U052,2021-05-07,expense,kesehatan,3194.0,bank_transfer,balikpapan,konsultasi kesehatan,2021-05,5.0,Friday,False,3194,INR,2021,6164.42,essential,0,1,U052,6164.42,['U052']
T8458,U051,2021-05-08,expense,kesehatan,975.0,kartu,unknown,bayar rumah sakit,2021-05,5.0,Saturday,True,975,INR,2021,1881.75,essential,0,1,U051,1881.75,['U051']
T3574,U136,2021-05-08,expense,hiburan,9557.0,kartu,surabaya,liburan akhir pekan,2021-05,5.0,Saturday,True,9557,INR,2021,18445.01,non-essential,0,1,U136,18445.01,['U136']
T3447,U149,2021-05-08,expense,transportasi,5005.0,tunai,denpasar,isi bensin,2021-05,5.0,Saturday,True,5005,INR,2021,9659.65,other,0,1,U149,9659.65,['U149']
T1201,U091,2021-05-09,expense,lainnya,1211.0,tunai,surabaya,keperluan pribadi,2021-05,5.0,Sunday,True,1211,INR,2021,2337.23,other,0,1,U091,2337.23,['U091']
T7294,U093,2021-05-10,income,investasi,26841.0,ewallet,unknown,keuntungan investasi,2021-05,5.0,Monday,False,26841,INR,2021,51803.13,income,0,1,U093,51803.13,['U093']
T4750,U147,2021-05-10,expense,tagihan,6185.0,qris,bandung,bayar air,2021-05,5.0,Monday,False,6185,INR,2021,11937.05,essential,0,1,U147,11937.05,['U147']
T3842,U126,2021-05-10,expense,tagihan,9186.0,kartu,yogyakarta,bayar listrik,2021-05,5.0,Monday,False,9186,INR,2021,17728.98,essential,0,1,U126,17728.98,['U126']
T7019,U022,2021-05-11,expense,tagihan,2539.0,bank_transfer,makassar,bayar BPJS,2021-05,5.0,Tuesday,False,2539,INR,2021,4900.27,essential,0,1,U022,4900.27,['U022']
T6945,U094,2021-05-12,expense,pendidikan,1331.0,qris,jakarta,pelatihan online,2021-05,5.0,Wednesday,False,1331,INR,2021,2568.83,other,0,1,U094,2568.83,['U094']
T4695,U030,2021-05-12,expense,makanan,3502.0,ewallet,jakarta,ngopi di kafe,2021-05,5.0,Wednesday,False,3502,INR,2021,6758.86,essential,0,1,U030,6758.86,['U030']
T11190,U075,2021-05-13,expense,tabungan,8631.0,tunai,palembang,transfer tabungan,2021-05,5.0,Thursday,False,8631,INR,2021,16657.83,other,0,1,U075,16657.83,['U075']
T9492,U077,2021-05-14,expense,hiburan,7738.0,qris,medan,liburan akhir pekan,2021-05,5.0,Friday,False,7738,INR,2021,14934.34,non-essential,1,2,U077,7467.17,"['U083', 'U013']"
T4009,U031,2021-05-14,income,bonus,35215.0,kartu,bandung,transaksi,2021-05,5.0,Friday,False,35215,INR,2021,67964.95,income,0,1,U031,67964.95,['U031']
T6048,U114,2021-05-14,expense,pendidikan,8010.0,qris,bandung,bayar UKT,2021-05,5.0,Friday,False,$8010,USD,2021,1145430.0,other,0,1,U114,1145430.0,['U114']
T11195,U054,2021-05-15,expense,makanan,5085.0,tunai,makassar,pesan gofood,2021-05,5.0,Saturday,True,5085,INR,2021,9814.05,essential,1,4,U054,2453.5125,"['U133', 'U018', 'U049', 'U137']"
T5518,U092,2021-05-15,expense,transportasi,9636.0,kartu,jakarta,naik KRL,2021-05,5.0,Saturday,True,Rs.9636,INR,2021,18597.48,other,0,1,U092,18597.48,['U092']
T0701,U030,2021-05-15,expense,makanan,6723.0,bank_transfer,denpasar,pesan grabfood,2021-05,5.0,Saturday,True,₹6723,INR,2021,12975.39,essential,0,1,U030,12975.39,['U030']
T12417,U070,2021-05-15,expense,transportasi,5604.0,bank_transfer,medan,isi bensin,2021-05,5.0,Saturday,True,5604,INR,2021,10815.72,other,1,2,U070,5407.86,"['U077', 'U101']"
T8735,U113,2021-05-15,expense,tempat_tinggal,5549.0,qris,unknown,bayar sewa rumah,2021-05,5.0,Saturday,True,5549,INR,2021,10709.57,essential,0,1,U113,10709.57,['U113']
T6443,U021,2021-05-15,expense,hiburan,8736.0,kartu,medan,liburan akhir pekan,2021-05,5.0,Saturday,True,8736,INR,2021,16860.48,non-essential,1,5,U021,3372.096,"['U136', 'U056', 'U023', 'U129', 'U025']"
