transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year_month,month,day_of_week,is_weekend,amount_raw,currency,year,amount_idr
T1201,U091,2021-05-09,expense,lainnya,1211.0,tunai,surabaya,keperluan pribadi,2021-05,5.0,Sunday,True,1211,INR,2021,2337.23
T7294,U093,2021-05-10,income,investasi,26841.0,ewallet,unknown,dividen investasi,2021-05,5.0,Monday,False,26841,INR,2021,51803.13
T4750,U147,2021-05-10,expense,tagihan,6185.0,qris,bandung,bayar pulsa,2021-05,5.0,Monday,False,6185,INR,2021,11937.05
T3842,U126,2021-05-10,expense,tagihan,9186.0,kartu,yogyakarta,bayar WiFi,2021-05,5.0,Monday,False,9186,INR,2021,17728.98
T7019,U022,2021-05-11,expense,tagihan,2539.0,bank_transfer,makassar,bayar listrik,2021-05,5.0,Tuesday,False,2539,INR,2021,4900.27
T6945,U094,2021-05-12,expense,pendidikan,1331.0,qris,jakarta,beli buku,2021-05,5.0,Wednesday,False,1331,INR,2021,2568.83
T4695,U030,2021-05-12,expense,makanan,3502.0,ewallet,jakarta,makan malam,2021-05,5.0,Wednesday,False,3502,INR,2021,6758.86
T11190,U075,2021-05-13,expense,tabungan,8631.0,tunai,palembang,simpan dana darurat,2021-05,5.0,Thursday,False,8631,INR,2021,16657.83
T9492,U077,2021-05-14,expense,hiburan,7738.0,qris,medan,streaming musik,2021-05,5.0,Friday,False,7738,INR,2021,14934.34
T4009,U031,2021-05-14,income,bonus,35215.0,kartu,bandung,transaksi,2021-05,5.0,Friday,False,35215,INR,2021,67964.95
T6048,U114,2021-05-14,expense,pendidikan,8010.0,qris,bandung,les online,2021-05,5.0,Friday,False,$8010,USD,2021,1145430.0
T11195,U054,2021-05-15,expense,makanan,5085.0,tunai,makassar,makan di restoran,2021-05,5.0,Saturday,True,5085,INR,2021,9814.05
T5518,U092,2021-05-15,expense,transportasi,9636.0,kartu,jakarta,bayar parkir,2021-05,5.0,Saturday,True,Rs.9636,INR,2021,18597.48
T0701,U030,2021-05-15,expense,makanan,6723.0,bank_transfer,denpasar,ngopi di kafe,2021-05,5.0,Saturday,True,₹6723,INR,2021,12975.39
T12417,U070,2021-05-15,expense,transportasi,5604.0,bank_transfer,medan,bayar tol,2021-05,5.0,Saturday,True,5604,INR,2021,10815.72
T8735,U113,2021-05-15,expense,tempat_tinggal,5549.0,qris,unknown,bayar sewa rumah,2021-05,5.0,Saturday,True,5549,INR,2021,10709.57
T6443,U021,2021-05-15,expense,hiburan,8736.0,kartu,medan,langganan Netflix,2021-05,5.0,Saturday,True,8736,INR,2021,16860.48
T1492,U047,2021-05-15,income,bonus,112085.0,kartu,medan,transaksi,2021-05,5.0,Saturday,True,112085,INR,2021,216324.05
T10712,U124,2021-05-15,expense,makanan,8136.0,qris,palembang,sarapan,2021-05,5.0,Saturday,True,8136,INR,2021,15702.48
T9725,U050,2021-05-15,expense,makanan,7969.0,tunai,palembang,makan siang,2021-05,5.0,Saturday,True,7969,INR,2021,15380.17
T0005,U081,2021-05-16,income,investasi,70142.0,qris,semarang,dividen investasi,2021-05,5.0,Sunday,True,$70142,USD,2021,10030306.0
T12724,U048,2021-05-16,expense,tagihan,8995.0,kartu,unknown,bayar BPJS,2021-05,5.0,Sunday,True,8995,INR,2021,17360.35
T6805,U126,2021-05-16,expense,tempat_tinggal,2108.0,bank_transfer,palembang,bayar kontrakan,2021-05,5.0,Sunday,True,$2108,USD,2021,301444.0
T5523,U024,2021-05-16,expense,tempat_tinggal,7809.0,tunai,balikpapan,bayar sewa rumah,2021-05,5.0,Sunday,True,7809,INR,2021,15071.37
T2894,U041,2021-05-16,expense,makanan,121.0,kartu,balikpapan,ngopi di kafe,2021-05,5.0,Sunday,True,121,INR,2021,233.53
T5674,U056,2021-05-16,expense,tagihan,5612.0,tunai,medan,bayar pulsa,2021-05,5.0,Sunday,True,5612,INR,2021,10831.16
T5868,U017,2021-05-16,expense,tempat_tinggal,9655.0,kartu,unknown,bayar apartemen,2021-05,5.0,Sunday,True,9655,INR,2021,18634.15
T2485,U013,2021-05-17,expense,makanan,9422.0,qris,jakarta,makan malam,2021-05,5.0,Monday,False,9422,INR,2021,18184.46
T9946,U057,2021-05-18,expense,tempat_tinggal,7959.0,kartu,makassar,bayar sewa rumah,2021-05,5.0,Tuesday,False,7959,INR,2021,15360.87
T0086,U113,2021-05-18,expense,tagihan,2613.0,tunai,yogyakarta,bayar air,2021-05,5.0,Tuesday,False,2613,INR,2021,5043.09
T12719,U019,2021-05-18,expense,makanan,5042.0,tunai,denpasar,pesan gofood,2021-05,5.0,Tuesday,False,$5042,USD,2021,721006.0
T13152,U051,2021-05-18,expense,lainnya,3605.0,tunai,yogyakarta,belanja kebutuhan,2021-05,5.0,Tuesday,False,3605,INR,2021,6957.65
T0216,U073,2021-05-19,expense,transportasi,5560.0,tunai,yogyakarta,naik gojek,2021-05,5.0,Wednesday,False,5560,INR,2021,10730.8
T8961,U043,2021-05-19,expense,transportasi,1115.0,kartu,bandung,bayar tol,2021-05,5.0,Wednesday,False,1115,INR,2021,2151.95
T13126,U133,2021-05-20,expense,transportasi,500.0,qris,makassar,naik grab,2021-05,5.0,Thursday,False,-500,INR,2021,965.0
T11763,U134,2021-05-20,expense,makanan,4512.0,bank_transfer,yogyakarta,makan di restoran,2021-05,5.0,Thursday,False,4512,INR,2021,8708.16
T0444,U119,2021-05-20,expense,tempat_tinggal,4673.0,ewallet,makassar,bayar sewa rumah,2021-05,5.0,Thursday,False,Rs.4673,INR,2021,9018.89
T8380,U022,2021-05-21,income,bonus,23141.0,bank_transfer,denpasar,transaksi,2021-05,5.0,Friday,False,23141,INR,2021,44662.13
T5879,U130,2021-05-21,expense,makanan,4649.0,qris,bandung,pesan grabfood,2021-05,5.0,Friday,False,4649,INR,2021,8972.57
T13331,U058,2021-05-21,income,freelance,58650.0,tunai,jakarta,jasa konsultasi,2021-05,5.0,Friday,False,58650,INR,2021,113194.5
T10564,U043,2021-05-21,income,lainnya,51678.0,ewallet,bandung,pengeluaran lainnya,2021-05,5.0,Friday,False,$51678,USD,2021,7389954.0
T10236,U129,2021-05-21,income,freelance,12151.0,qris,yogyakarta,project website,2021-05,5.0,Friday,False,12151,INR,2021,23451.43
T11330,U147,2021-05-21,expense,tempat_tinggal,36216.0,tunai,bandung,iuran kebersihan,2021-05,5.0,Friday,False,36216,INR,2021,69896.88
T3222,U113,2021-05-22,expense,transportasi,4747.0,kartu,medan,isi bensin,2021-05,5.0,Saturday,True,₹4747,INR,2021,9161.71
T8674,U099,2021-05-22,expense,hiburan,9602.0,qris,surabaya,nonton bioskop,2021-05,5.0,Saturday,True,₹9602,INR,2021,18531.86
T8316,U116,2021-05-22,income,investasi,30473.0,bank_transfer,surabaya,profit reksa dana,2021-05,5.0,Saturday,True,30473,INR,2021,58812.89
T6376,U069,2021-05-22,expense,tagihan,8255.0,bank_transfer,balikpapan,bayar pulsa,2021-05,5.0,Saturday,True,₹8255,INR,2021,15932.15
T1605,U143,2021-05-22,expense,transportasi,7640.0,qris,makassar,naik grab,2021-05,5.0,Saturday,True,7640,INR,2021,14745.2
T11260,U130,2021-05-23,expense,makanan,8312.0,tunai,balikpapan,sarapan,2021-05,5.0,Sunday,True,8312,INR,2021,16042.16
T4010,U026,2021-05-23,income,gaji,10361.0,tunai,yogyakarta,transfer payroll,2021-05,5.0,Sunday,True,10361,INR,2021,19996.73
T4153,U116,2021-05-23,expense,transportasi,2621.0,bank_transfer,balikpapan,naik grab,2021-05,5.0,Sunday,True,2621,INR,2021,5058.53
T12374,U085,2021-05-23,expense,makanan,699.0,bank_transfer,semarang,makan di restoran,2021-05,5.0,Sunday,True,699,INR,2021,1349.07
T7847,U150,2021-05-24,expense,tempat_tinggal,47628.0,kartu,balikpapan,bayar sewa rumah,2021-05,5.0,Monday,False,47628,INR,2021,91922.04
T7488,U134,2021-05-24,expense,makanan,1350.0,bank_transfer,balikpapan,makan malam,2021-05,5.0,Monday,False,1350,INR,2021,2605.5
T13891,U012,2021-05-24,income,freelance,79605.0,ewallet,denpasar,pendapatan project,2021-05,5.0,Monday,False,$79605,USD,2021,11383515.0
T4740,U029,2021-05-24,income,investasi,10926.0,qris,palembang,keuntungan investasi,2021-05,5.0,Monday,False,10926,INR,2021,21087.18
T7976,U028,2021-05-25,income,freelance,25157.0,tunai,yogyakarta,pendapatan project,2021-05,5.0,Tuesday,False,25157,INR,2021,48553.01
T11296,U080,2021-05-26,expense,tagihan,5944.0,kartu,unknown,bayar air,2021-05,5.0,Wednesday,False,5944,INR,2021,11471.92
T5843,U124,2021-05-26,expense,hiburan,4241.0,tunai,yogyakarta,beli tiket konser,2021-05,5.0,Wednesday,False,₹4241,INR,2021,8185.13
T5730,U043,2021-05-26,expense,makanan,3422.0,kartu,denpasar,makan malam,2021-05,5.0,Wednesday,False,3422,INR,2021,6604.46
T8950,U110,2021-05-26,expense,kesehatan,3677.0,bank_transfer,palembang,kontrol dokter,2021-05,5.0,Wednesday,False,3677,INR,2021,7096.61
T6248,U011,2021-05-26,expense,tempat_tinggal,7037.0,ewallet,semarang,bayar apartemen,2021-05,5.0,Wednesday,False,7037,INR,2021,13581.41
T11557,U124,2021-05-27,expense,transportasi,2799.0,kartu,balikpapan,bayar parkir,2021-05,5.0,Thursday,False,₹2799,INR,2021,5402.07
T11320,U089,2021-05-28,expense,tempat_tinggal,7697.0,qris,medan,bayar apartemen,2021-05,5.0,Friday,False,7697,INR,2021,14855.21
T8862,U140,2021-05-28,expense,kesehatan,6652.0,tunai,unknown,kontrol dokter,2021-05,5.0,Friday,False,6652,INR,2021,12838.36
T7178,U130,2021-05-28,expense,tempat_tinggal,9056.0,kartu,makassar,bayar kos,2021-05,5.0,Friday,False,9056,INR,2021,17478.08
T5575,U034,2021-05-28,expense,hiburan,8440.0,kartu,surabaya,nonton bioskop,2021-05,5.0,Friday,False,8440,INR,2021,16289.2
T2099,U113,2021-05-28,expense,makanan,1785.0,kartu,bandung,sarapan,2021-05,5.0,Friday,False,1785,INR,2021,3445.05
T0939,U125,2021-05-29,expense,makanan,685.0,ewallet,bandung,pesan gofood,2021-05,5.0,Saturday,True,685,INR,2021,1322.05
T10596,U146,2021-05-29,income,gaji,19190.0,ewallet,jakarta,penerimaan gaji,2021-05,5.0,Saturday,True,19190,INR,2021,37036.7
T0541,U048,2021-05-29,expense,tabungan,5319.0,qris,semarang,simpan dana darurat,2021-05,5.0,Saturday,True,5319,INR,2021,10265.67
T11174,U136,2021-05-30,expense,tagihan,8101.0,tunai,medan,bayar listrik,2021-05,5.0,Sunday,True,8101,INR,2021,15634.93
T0665,U039,2021-05-30,expense,tempat_tinggal,6677.0,tunai,semarang,bayar sewa rumah,2021-05,5.0,Sunday,True,₹6677,INR,2021,12886.61
T13729,U014,2021-05-31,expense,makanan,1226.0,tunai,jakarta,makan malam,2021-05,5.0,Monday,False,1226,INR,2021,2366.18
T4081,U144,2021-06-01,expense,tempat_tinggal,4927.0,kartu,yogyakarta,bayar apartemen,2021-06,6.0,Tuesday,False,4927,INR,2021,9509.11
T6649,U026,2021-06-01,expense,makanan,324.0,bank_transfer,medan,makan di restoran,2021-06,6.0,Tuesday,False,₹324,INR,2021,625.32
T3075,U057,2021-06-02,income,gaji,78937.0,tunai,palembang,transfer payroll,2021-06,6.0,Wednesday,False,78937,INR,2021,152348.41
T10646,U114,2021-06-02,expense,transportasi,2424.0,qris,semarang,naik MRT,2021-06,6.0,Wednesday,False,2424,INR,2021,4678.32
T7028,U024,2021-06-02,expense,tempat_tinggal,8810.0,kartu,palembang,bayar sewa rumah,2021-06,6.0,Wednesday,False,₹8810,INR,2021,17003.3
T8544,U142,2021-06-03,expense,transportasi,3417.0,ewallet,makassar,isi bensin,2021-06,6.0,Thursday,False,3417,INR,2021,6594.81
T4054,U090,2021-06-03,income,gaji,42810.0,tunai,makassar,transfer payroll,2021-06,6.0,Thursday,False,42810,INR,2021,82623.3
T4363,U118,2021-06-03,income,bonus,25941.0,kartu,bandung,transaksi,2021-06,6.0,Thursday,False,₹25941,INR,2021,50066.13
T8420,U136,2021-06-03,expense,tagihan,4713.0,tunai,bandung,bayar listrik,2021-06,6.0,Thursday,False,4713,INR,2021,9096.09
T13476,U119,2021-06-04,expense,tabungan,7639.0,bank_transfer,unknown,menabung bulanan,2021-06,6.0,Friday,False,7639,INR,2021,14743.27
T12754,U055,2021-06-04,expense,tempat_tinggal,8246.0,bank_transfer,semarang,bayar apartemen,2021-06,6.0,Friday,False,8246,INR,2021,15914.78
T8980,U026,2021-06-04,income,investasi,34515.0,kartu,balikpapan,return saham,2021-06,6.0,Friday,False,34515,INR,2021,66613.95
T3697,U138,2021-06-04,expense,transportasi,9886.0,kartu,palembang,bayar parkir,2021-06,6.0,Friday,False,9886,INR,2021,19079.98
T7993,U095,2021-06-04,expense,tempat_tinggal,1519.0,bank_transfer,surabaya,bayar sewa rumah,2021-06,6.0,Friday,False,₹1519,INR,2021,2931.67
T10284,U089,2021-06-04,expense,tempat_tinggal,3987.0,ewallet,balikpapan,bayar kontrakan,2021-06,6.0,Friday,False,3987,INR,2021,7694.91
T9295,U082,2021-06-05,expense,tagihan,4275.0,tunai,semarang,bayar pulsa,2021-06,6.0,Saturday,True,$4275,USD,2021,611325.0
T12807,U029,2021-06-05,income,freelance,32381.0,bank_transfer,medan,jasa konsultasi,2021-06,6.0,Saturday,True,32381,INR,2021,62495.33
T9834,U099,2021-06-05,expense,tempat_tinggal,37244.0,qris,yogyakarta,bayar kos,2021-06,6.0,Saturday,True,37244,INR,2021,71880.92
T5286,U134,2021-06-05,expense,makanan,9185.0,kartu,balikpapan,pesan gofood,2021-06,6.0,Saturday,True,9185,INR,2021,17727.05
T4502,U073,2021-06-06,expense,tempat_tinggal,22768.0,bank_transfer,surabaya,bayar apartemen,2021-06,6.0,Sunday,True,₹22768,INR,2021,43942.24
T0536,U125,2021-06-06,expense,hiburan,3045.0,tunai,yogyakarta,nonton bioskop,2021-06,6.0,Sunday,True,3045,INR,2021,5876.85
T8739,U089,2021-06-06,expense,hiburan,5119.0,kartu,unknown,main game,2021-06,6.0,Sunday,True,5119,INR,2021,9879.67
T1454,U082,2021-06-06,expense,makanan,5713.0,tunai,medan,makan siang,2021-06,6.0,Sunday,True,5713,INR,2021,11026.09
T11700,U134,2021-06-07,expense,transportasi,1227.0,tunai,yogyakarta,servis motor,2021-06,6.0,Monday,False,1227,INR,2021,2368.11
T3578,U133,2021-06-08,expense,tagihan,4058.0,bank_transfer,palembang,bayar pulsa,2021-06,6.0,Tuesday,False,4058,INR,2021,7831.94
T5224,U035,2021-06-08,expense,transportasi,1432.0,tunai,yogyakarta,naik MRT,2021-06,6.0,Tuesday,False,1432,INR,2021,2763.76
T8455,U051,2021-06-08,income,lainnya,23875.0,tunai,palembang,keperluan pribadi,2021-06,6.0,Tuesday,False,23875,INR,2021,46078.75
T5612,U009,2021-06-09,expense,tempat_tinggal,40318.0,qris,palembang,bayar kos,2021-06,6.0,Wednesday,False,40318,INR,2021,77813.74
T8299,U070,2021-06-09,expense,tagihan,2540.0,qris,balikpapan,bayar pulsa,2021-06,6.0,Wednesday,False,2540,INR,2021,4902.2
T4872,U041,2021-06-09,expense,tempat_tinggal,4357.0,bank_transfer,semarang,iuran kebersihan,2021-06,6.0,Wednesday,False,4357,INR,2021,8409.01
T4736,U017,2021-06-09,expense,tempat_tinggal,6771.0,kartu,medan,bayar apartemen,2021-06,6.0,Wednesday,False,$6771,USD,2021,968253.0
T5206,U058,2021-06-09,expense,tagihan,7540.0,bank_transfer,jakarta,bayar internet,2021-06,6.0,Wednesday,False,7540,INR,2021,14552.2
T13357,U031,2021-06-10,expense,tabungan,2217.0,qris,unknown,tabungan masa depan,2021-06,6.0,Thursday,False,2217,INR,2021,4278.81
T12584,U092,2021-06-10,expense,hiburan,2235.0,tunai,palembang,nonton bioskop,2021-06,6.0,Thursday,False,₹2235,INR,2021,4313.55
T8211,U023,2021-06-10,income,lainnya,30431.0,tunai,semarang,pengeluaran lainnya,2021-06,6.0,Thursday,False,30431,INR,2021,58731.83
T1739,U142,2021-06-10,expense,tagihan,4770.0,kartu,semarang,bayar pulsa,2021-06,6.0,Thursday,False,4770,INR,2021,9206.1
T7207,U004,2021-06-11,expense,tempat_tinggal,23537.0,tunai,surabaya,bayar kos,2021-06,6.0,Friday,False,23537,INR,2021,45426.41
T13523,U057,2021-06-11,expense,pendidikan,8075.0,kartu,palembang,beli buku,2021-06,6.0,Friday,False,₹8075,INR,2021,15584.75
T4904,U016,2021-06-11,expense,lainnya,1483.0,bank_transfer,medan,transaksi harian,2021-06,6.0,Friday,False,1483,INR,2021,2862.19
T7855,U088,2021-06-11,expense,transportasi,9968.0,kartu,denpasar,naik KRL,2021-06,6.0,Friday,False,9968,INR,2021,19238.24
T8292,U045,2021-06-11,income,investasi,76326.0,qris,balikpapan,keuntungan investasi,2021-06,6.0,Friday,False,76326,INR,2021,147309.18
T3208,U131,2021-06-11,income,lainnya,45898.0,tunai,medan,belanja kebutuhan,2021-06,6.0,Friday,False,45898,INR,2021,88583.14
T1507,U053,2021-06-12,expense,tempat_tinggal,8539.0,qris,surabaya,bayar kontrakan,2021-06,6.0,Saturday,True,8539,INR,2021,16480.27
T3886,U148,2021-06-13,expense,tagihan,716.0,qris,balikpapan,bayar internet,2021-06,6.0,Sunday,True,₹716,INR,2021,1381.88
T5936,U022,2021-06-13,expense,hiburan,6856.0,ewallet,medan,liburan akhir pekan,2021-06,6.0,Sunday,True,₹6856,INR,2021,13232.08
T14000,U110,2021-06-13,expense,makanan,4159.0,tunai,unknown,sarapan,2021-06,6.0,Sunday,True,4159,INR,2021,8026.87
T13843,U140,2021-06-14,expense,kesehatan,8863.0,qris,denpasar,tes kesehatan,2021-06,6.0,Monday,False,8863,INR,2021,17105.59
T8783,U073,2021-06-14,expense,makanan,179.0,bank_transfer,semarang,makan malam,2021-06,6.0,Monday,False,$179,USD,2021,25597.0
T4075,U116,2021-06-14,expense,makanan,2263.0,tunai,bandung,makan siang,2021-06,6.0,Monday,False,₹2263,INR,2021,4367.59
T0319,U005,2021-06-15,expense,makanan,2374.0,kartu,makassar,makan siang,2021-06,6.0,Tuesday,False,2374,INR,2021,4581.82
T11811,U078,2021-06-15,expense,makanan,1141.0,tunai,surabaya,sarapan,2021-06,6.0,Tuesday,False,$1141,USD,2021,163163.0
T0027,U082,2021-06-15,expense,tagihan,6778.0,bank_transfer,palembang,bayar air,2021-06,6.0,Tuesday,False,6778,INR,2021,13081.54
T5924,U120,2021-06-16,expense,tempat_tinggal,2386.0,ewallet,yogyakarta,bayar kontrakan,2021-06,6.0,Wednesday,False,₹2386,INR,2021,4604.98
T5238,U100,2021-06-16,expense,makanan,3045.0,tunai,palembang,sarapan,2021-06,6.0,Wednesday,False,$3045,USD,2021,435435.0
T2689,U105,2021-06-16,expense,transportasi,7842.0,qris,semarang,naik grab,2021-06,6.0,Wednesday,False,7842,INR,2021,15135.06
T11799,U103,2021-06-16,expense,makanan,3246.0,qris,yogyakarta,ngopi di kafe,2021-06,6.0,Wednesday,False,3246,INR,2021,6264.78
T10776,U080,2021-06-16,income,lainnya,32514.0,tunai,denpasar,belanja kebutuhan,2021-06,6.0,Wednesday,False,₹32514,INR,2021,62752.02
T10411,U074,2021-06-16,expense,tagihan,1589.0,qris,bandung,bayar air,2021-06,6.0,Wednesday,False,1589,INR,2021,3066.77
T0649,U052,2021-06-16,expense,makanan,3918.0,kartu,balikpapan,beli air minum,2021-06,6.0,Wednesday,False,3918,INR,2021,7561.74
T11232,U083,2021-06-17,income,lainnya,22907.0,qris,surabaya,keperluan pribadi,2021-06,6.0,Thursday,False,22907,INR,2021,44210.51
T9300,U075,2021-06-17,expense,tempat_tinggal,5160.0,tunai,denpasar,iuran kebersihan,2021-06,6.0,Thursday,False,5160,INR,2021,9958.8
T5089,U003,2021-06-17,expense,makanan,3829.0,bank_transfer,palembang,pesan shopeefood,2021-06,6.0,Thursday,False,3829,INR,2021,7389.97
T12792,U090,2021-06-18,expense,hiburan,7710.0,qris,bandung,langganan Netflix,2021-06,6.0,Friday,False,7710,INR,2021,14880.3
T1934,U064,2021-06-18,expense,makanan,8620.0,ewallet,unknown,pesan gofood,2021-06,6.0,Friday,False,8620,INR,2021,16636.6
T6340,U128,2021-06-19,income,gaji,57527.0,kartu,bandung,penerimaan gaji,2021-06,6.0,Saturday,True,$57527,USD,2021,8226361.0
T11777,U124,2021-06-19,expense,tagihan,9814.0,kartu,balikpapan,bayar pulsa,2021-06,6.0,Saturday,True,9814,INR,2021,18941.02
T6283,U106,2021-06-19,expense,tagihan,507.0,bank_transfer,balikpapan,bayar air,2021-06,6.0,Saturday,True,507,INR,2021,978.51
T0786,U084,2021-06-19,expense,transportasi,8171.0,kartu,unknown,isi bensin,2021-06,6.0,Saturday,True,8171,INR,2021,15770.03
T10249,U117,2021-06-19,expense,transportasi,2087.0,qris,jakarta,bayar tol,2021-06,6.0,Saturday,True,2087,INR,2021,4027.91
T13347,U124,2021-06-19,expense,transportasi,8998.0,bank_transfer,semarang,isi bensin,2021-06,6.0,Saturday,True,8998,INR,2021,17366.14
T13228,U015,2021-06-20,income,lainnya,55263.0,kartu,balikpapan,transaksi harian,2021-06,6.0,Sunday,True,55263,INR,2021,106657.59
T6851,U023,2021-06-20,expense,makanan,4469.0,qris,denpasar,jajan minimarket,2021-06,6.0,Sunday,True,₹4469,INR,2021,8625.17
T13309,U047,2021-06-20,expense,makanan,340.0,bank_transfer,semarang,pesan shopeefood,2021-06,6.0,Sunday,True,340,INR,2021,656.2
T4793,U073,2021-06-21,expense,transportasi,7485.0,bank_transfer,surabaya,naik KRL,2021-06,6.0,Monday,False,7485,INR,2021,14446.05
T0905,U140,2021-06-21,expense,tempat_tinggal,8365.0,kartu,balikpapan,bayar sewa rumah,2021-06,6.0,Monday,False,8365,INR,2021,16144.45
T10549,U099,2021-06-21,expense,transportasi,7219.0,kartu,semarang,bayar tol,2021-06,6.0,Monday,False,7219,INR,2021,13932.67
T11494,U082,2021-06-21,expense,tempat_tinggal,15810.0,kartu,balikpapan,iuran kebersihan,2021-06,6.0,Monday,False,₹15810,INR,2021,30513.3
T3314,U044,2021-06-21,expense,tempat_tinggal,8526.0,tunai,bandung,bayar kontrakan,2021-06,6.0,Monday,False,8526,INR,2021,16455.18
T1911,U075,2021-06-22,expense,makanan,9400.0,tunai,makassar,makan di restoran,2021-06,6.0,Tuesday,False,9400,INR,2021,18142.0
T2082,U147,2021-06-22,expense,pendidikan,9379.0,kartu,makassar,les online,2021-06,6.0,Tuesday,False,9379,INR,2021,18101.47
T2724,U104,2021-06-22,expense,tagihan,6695.0,kartu,unknown,bayar BPJS,2021-06,6.0,Tuesday,False,6695,INR,2021,12921.35
T11295,U140,2021-06-23,expense,pendidikan,6278.0,kartu,palembang,bayar kursus,2021-06,6.0,Wednesday,False,6278,INR,2021,12116.54
T0581,U099,2021-06-23,income,gaji,15821.0,bank_transfer,unknown,transfer payroll,2021-06,6.0,Wednesday,False,15821,INR,2021,30534.53
T8714,U065,2021-06-23,expense,hiburan,237.0,bank_transfer,denpasar,main game,2021-06,6.0,Wednesday,False,237,INR,2021,457.41
T10674,U093,2021-06-23,expense,tagihan,2253.0,kartu,medan,bayar air,2021-06,6.0,Wednesday,False,2253,INR,2021,4348.29
T11836,U103,2021-06-23,expense,tempat_tinggal,2392.0,kartu,medan,bayar apartemen,2021-06,6.0,Wednesday,False,2392,INR,2021,4616.56
T6768,U069,2021-06-24,expense,transportasi,9971.0,bank_transfer,unknown,naik KRL,2021-06,6.0,Thursday,False,9971,INR,2021,19244.03
T0064,U122,2021-06-24,expense,hiburan,9708.0,bank_transfer,semarang,streaming musik,2021-06,6.0,Thursday,False,9708,INR,2021,18736.44
T0351,U134,2021-06-24,expense,pendidikan,2864.0,bank_transfer,semarang,bayar UKT,2021-06,6.0,Thursday,False,2864,INR,2021,5527.52
T3473,U032,2021-06-24,income,freelance,37108.0,kartu,unknown,project website,2021-06,6.0,Thursday,False,37108,INR,2021,71618.44
T1096,U025,2021-06-24,expense,transportasi,5502.0,qris,medan,servis motor,2021-06,6.0,Thursday,False,5502,INR,2021,10618.86
T7970,U149,2021-06-24,expense,hiburan,4825.0,bank_transfer,unknown,liburan akhir pekan,2021-06,6.0,Thursday,False,4825,INR,2021,9312.25
T0035,U133,2021-06-25,expense,makanan,4070.0,bank_transfer,palembang,pesan gofood,2021-06,6.0,Friday,False,₹4070,INR,2021,7855.1
T3940,U085,2021-06-25,expense,makanan,9784.0,kartu,denpasar,pesan gofood,2021-06,6.0,Friday,False,9784,INR,2021,18883.12
T12904,U085,2021-06-26,expense,tempat_tinggal,4395.0,bank_transfer,semarang,bayar apartemen,2021-06,6.0,Saturday,True,4395,INR,2021,8482.35
T6194,U118,2021-06-26,expense,tabungan,4895.0,qris,bandung,tabungan masa depan,2021-06,6.0,Saturday,True,4895,INR,2021,9447.35
T3240,U012,2021-06-26,expense,makanan,824.0,kartu,unknown,beli cemilan,2021-06,6.0,Saturday,True,Rs.824,INR,2021,1590.32
T9385,U073,2021-06-26,expense,tempat_tinggal,25045.0,ewallet,balikpapan,bayar kontrakan,2021-06,6.0,Saturday,True,25045,INR,2021,48336.85
T11358,U039,2021-06-27,expense,lainnya,6136.0,kartu,medan,keperluan pribadi,2021-06,6.0,Sunday,True,₹6136,INR,2021,11842.48
T9381,U016,2021-06-27,expense,transportasi,759.0,qris,medan,naik gojek,2021-06,6.0,Sunday,True,759,INR,2021,1464.87
T11995,U004,2021-06-27,expense,tempat_tinggal,37667.0,kartu,palembang,bayar sewa rumah,2021-06,6.0,Sunday,True,37667,INR,2021,72697.31
T4483,U113,2021-06-27,income,gaji,27406.0,tunai,surabaya,bonus perusahaan,2021-06,6.0,Sunday,True,27406,INR,2021,52893.58
T13962,U105,2021-06-27,expense,tabungan,3311.0,tunai,yogyakarta,menabung bulanan,2021-06,6.0,Sunday,True,3311,INR,2021,6390.23
T2657,U034,2021-06-27,expense,tempat_tinggal,6714.0,bank_transfer,medan,iuran kebersihan,2021-06,6.0,Sunday,True,6714,INR,2021,12958.02
T4676,U119,2021-06-28,expense,tempat_tinggal,1869.0,kartu,semarang,bayar apartemen,2021-06,6.0,Monday,False,1869,INR,2021,3607.17
T11428,U141,2021-06-28,expense,tagihan,5832.0,bank_transfer,medan,bayar WiFi,2021-06,6.0,Monday,False,5832,INR,2021,11255.76
T1145,U063,2021-06-28,expense,hiburan,6940.0,kartu,makassar,beli tiket konser,2021-06,6.0,Monday,False,6940,INR,2021,13394.2
T7226,U057,2021-06-28,expense,pendidikan,3562.0,bank_transfer,yogyakarta,beli buku,2021-06,6.0,Monday,False,3562,INR,2021,6874.66
T12686,U141,2021-06-28,expense,makanan,3915.0,bank_transfer,yogyakarta,pesan shopeefood,2021-06,6.0,Monday,False,3915,INR,2021,7555.95
T1857,U063,2021-06-29,expense,tempat_tinggal,4016.0,tunai,jakarta,bayar kos,2021-06,6.0,Tuesday,False,₹4016,INR,2021,7750.88
T0388,U102,2021-06-29,expense,tagihan,3183.0,kartu,denpasar,bayar listrik,2021-06,6.0,Tuesday,False,3183,INR,2021,6143.19
T2254,U039,2021-06-29,expense,transportasi,500.0,qris,palembang,naik gojek,2021-06,6.0,Tuesday,False,-500,INR,2021,965.0
T12256,U024,2021-06-29,expense,tempat_tinggal,35836.0,bank_transfer,medan,bayar kos,2021-06,6.0,Tuesday,False,35836,INR,2021,69163.48
T8359,U141,2021-06-29,income,investasi,49021.0,bank_transfer,palembang,keuntungan crypto,2021-06,6.0,Tuesday,False,49021,INR,2021,94610.53
